Day,OT_Scripture_Readings,NT_Scripture_Readings,OT_URL,NT_URL,Video_URLs
149,2 Chronicles 10; 2 Chronicles 11; 2 Chronicles 12,John 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/149,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/149,
150,2 Chronicles 13; 2 Chronicles 14; 2 Chronicles 15; 2 Chronicles 16,John 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/150,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/150,
151,2 Chronicles 17; 2 Chronicles 18; 2 Chronicles 19; 2 Chronicles 20,John 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/151,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/151,
152,2 Chronicles 21; 2 Chronicles 22,John 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/152,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/152,https://www.youtube.com/embed/RUfh_wOsauk
153,2 Chronicles 23; 2 Chronicles 24,John 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/153,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/153,
154,2 Chronicles 25; 2 Chronicles 26; 2 Chronicles 27,John 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/154,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/154,
155,2 Chronicles 28; 2 Chronicles 29; 2 Chronicles 30,John 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/155,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/155,
156,2 Chronicles 31; 2 Chronicles 32,John 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/156,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/156,
157,2 Chronicles 33; 2 Chronicles 34,John 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/157,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/157,
158,2 Chronicles 35; 2 Chronicles 36,John 17,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/158,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/158,
159,Ezra 1; Ezra 2; Ezra 3,John 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/159,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/159,https://www.youtube.com/embed/MkETkRv9tG8
160,Ezra 4; Ezra 5; Ezra 6,John 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/160,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/160,
161,Ezra 7; Ezra 8; Ezra 9; Ezra 10,John 19,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/161,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/161,
162,Nehemiah 1; Nehemiah 2; Nehemiah 3; Nehemiah 4,John 19,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/162,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/162,
163,Nehemiah 5; Nehemiah 6; Nehemiah 7,John 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/163,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/163,
164,Nehemiah 8; Nehemiah 9; Nehemiah 10,John 21,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/164,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/164,
165,Nehemiah 11; Nehemiah 12; Nehemiah 13,Acts 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/165,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/165,https://www.youtube.com/embed/CGbNw855ksw
166,Esther 1; Esther 2; Esther 3,Acts 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/166,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/166,https://www.youtube.com/embed/JydNSlufRIs | https://www.youtube.com/embed/oNNZO9i1Gjc
167,Esther 4; Esther 5; Esther 6; Esther 7,Acts 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/167,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/167,
168,Esther 8; Esther 9; Esther 10,Acts 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/168,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/168,
169,Job 1; Job 2; Job 3,Acts 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/169,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/169,https://www.youtube.com/embed/xQwnH8th_fs
170,Job 4; Job 5,Acts 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/170,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/170,https://www.youtube.com/embed/GswSg2ohqmA
171,Job 6; Job 7,Acts 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/171,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/171,
172,Job 8; Job 9; Job 10,Acts 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/172,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/172,
173,Job 11; Job 12,Acts 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/173,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/173,
174,Job 13; Job 14,Acts 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/174,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/174,
175,Job 15; Job 16; Job 17,Acts 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/175,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/175,
176,Job 18; Job 19,Acts 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/176,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/176,
177,Job 20; Job 21,Acts 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/177,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/177,
178,Job 22; Job 23; Job 24,Acts 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/178,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/178,
179,Job 25; Job 26; Job 27; Job 28,Acts 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/179,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/179,
180,Job 29; Job 30; Job 31,Acts 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/180,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/180,
181,Job 32; Job 33; Job 34,Acts 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/181,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/181,
182,Job 35; Job 36; Job 37,Acts 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/182,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/182,
183,Job 38; Job 39,Acts 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/183,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/183,
184,Job 40; Job 41; Job 42,Acts 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/184,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/184,
185,Psalms 1; Psalms 2; Psalms 3,Acts 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/185,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/185,https://www.youtube.com/embed/j9phNEaPrv8 | https://www.youtube.com/embed/Z-17KxpjL0Q
186,Psalms 4; Psalms 5; Psalms 6,Acts 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/186,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/186,
187,Psalms 7; Psalms 8; Psalms 9,Acts 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/187,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/187,
188,Psalms 10; Psalms 11; Psalms 12,Acts 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/188,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/188,
189,Psalms 13; Psalms 14; Psalms 15,Acts 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/189,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/189,
190,Psalms 16; Psalms 17; Psalms 18,Acts 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/190,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/190,
